Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"113","'417","Kyrgyzstan","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.45","E",,,,,,,"0.55","E",,
"113","'417","Kyrgyzstan","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.47","E",,,,,,,"1.02","E",,
"113","'417","Kyrgyzstan","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.17","E",,,,,,,"0.23","E",,
"113","'417","Kyrgyzstan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","40.9","E","34","E","31","E","41","E","36.7","E","35.9","E"
"113","'417","Kyrgyzstan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","2.5","E","2.1","E","2","E","2.6","E","2.4","E","2.4","E"
"120","'418","Lao People's Democratic Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.8","E","3.86","E","3.99","E","4.17","E","4.34","E","4.65","E"
"120","'418","Lao People's Democratic Republic","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.82","E",,
"120","'418","Lao People's Democratic Republic","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.1","E",,,,,,,"1.19","E",,
"120","'418","Lao People's Democratic Republic","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.39","E",,,,,,,"0.38","E",,
"120","'418","Lao People's Democratic Republic","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.89","E",,,,,,,"0.73","E",,
"120","'418","Lao People's Democratic Republic","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.74","E",,,,,,,"1.02","E",,
"120","'418","Lao People's Democratic Republic","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.17","E",,,,,,,"0.2","E",,
"120","'418","Lao People's Democratic Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","59.2","E","57.7","E","56.9","E","58.7","E","58","E","57.1","E"
"120","'418","Lao People's Democratic Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","4.1","E","4.1","E","4.1","E","4.3","E","4.3","E","4.3","E"
"131","'458","Malaysia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.99","E","3.08","E","3.16","E","3.28","E","3.41","E","3.77","E"
"131","'458","Malaysia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.46","E",,,,,,,"0.56","E",,
"131","'458","Malaysia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.83","E",,,,,,,"0.81","E",,
"131","'458","Malaysia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.29","E",,,,,,,"0.33","E",,
"131","'458","Malaysia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.65","E",,,,,,,"0.71","E",,
"131","'458","Malaysia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.93","E",,,,,,,"0.85","E",,
"131","'458","Malaysia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.07","E",,,,,,,"0.14","E",,
"131","'458","Malaysia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","4","E","3.4","E","2.6","E","3.1","E","2.8","E","1.8","E"
"131","'458","Malaysia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.3","E","1.1","E","0.9","E","1","E","0.9","E","0.6","E"
"132","'462","Maldives","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.45","E","3.5","E","3.53","E","3.72","E","3.95","E","4.36","E"
"132","'462","Maldives","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.24","E",,,,,,,"0.18","E",,
"132","'462","Maldives","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.91","E",,,,,,,"0.93","E",,
"132","'462","Maldives","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.41","E",,,,,,,"0.45","E",,
"132","'462","Maldives","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.07","E",,,,,,,"1.26","E",,
"132","'462","Maldives","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.86","E",,,,,,,"0.99","E",,
"132","'462","Maldives","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.1","E",,,,,,,"0.14","E",,
"132","'462","Maldives","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","4.9","E","3.5","E","2.1","E","8.8","E","3","E","1.6","E"
"132","'462","Maldives","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E"
"141","'496","Mongolia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","4.21","E","4.33","E","4.54","E","4.74","E","5.26","E","5.86","E"
"141","'496","Mongolia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.55","E",,,,,,,"0.5","E",,
"141","'496","Mongolia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.76","E",,,,,,,"0.84","E",,
"141","'496","Mongolia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.47","E",,,,,,,"0.49","E",,
"141","'496","Mongolia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.68","E",,,,,,,"0.85","E",,
"141","'496","Mongolia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","1.92","E",,,,,,,"2.38","E",,
"141","'496","Mongolia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.17","E",,,,,,,"0.21","E",,
"141","'496","Mongolia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","29.7","E","27.9","E","24.5","E","24.9","E","23.5","E","19.6","E"
"141","'496","Mongolia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.9","E","0.9","E","0.8","E","0.8","E","0.8","E","0.7","E"
"28","'104","Myanmar","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.71","E","3.79","E","3.86","E","3.94","E","4.25","E","4.56","E"
"28","'104","Myanmar","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.64","E",,,,,,,,"O",,
"28","'104","Myanmar","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.03","E",,,,,,,,"O",,
"28","'104","Myanmar","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.37","E",,,,,,,,"O",,
"28","'104","Myanmar","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.91","E",,,,,,,,"O",,
"28","'104","Myanmar","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.64","E",,,,,,,,"O",,
"28","'104","Myanmar","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.11","E",,,,,,,,"O",,
"28","'104","Myanmar","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","47.6","E","44.4","E","43.5","E","50.1","E","57.4","E","56.3","E"
"28","'104","Myanmar","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","24.9","E","23.4","E","23.1","E","26.7","E","30.9","E","30.5","E"
"149","'524","Nepal","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.3","E","3.34","E","3.41","E","3.52","E","3.69","E","3.97","E"
"149","'524","Nepal","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.51","E",,,,,,,"0.6","E",,
"149","'524","Nepal","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.38","E",,,,,,,"0.92","E",,
"149","'524","Nepal","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.34","E",,,,,,,"0.39","E",,
"149","'524","Nepal","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.71","E",,,,,,,"0.79","E",,
"149","'524","Nepal","7011","Cost of fruits","6226","Value","PPP dollar per person per day","1.03","E",,,,,,,"0.72","E",,
"149","'524","Nepal","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.17","E",,,,,,,"0.27","E",,
"149","'524","Nepal","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","47.3","E","43.8","E","43.5","E","44.7","E","43.6","E","41.1","E"
"149","'524","Nepal","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","13.3","E","12.5","E","12.5","E","13.1","E","13.1","E","12.6","E"
"221","'512","Oman","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.32","E","2.34","E","2.41","E","2.49","E","2.59","E","2.87","E"
"221","'512","Oman","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.5","E",,,,,,,"0.34","E",,
"221","'512","Oman","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.84","E",,,,,,,"0.82","E",,
"221","'512","Oman","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.35","E",,,,,,,"0.37","E",,
"221","'512","Oman","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.6","E",,,,,,,"0.47","E",,
"221","'512","Oman","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.38","E",,,,,,,"0.44","E",,
"221","'512","Oman","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.15","E",,,,,,,"0.15","E",,
"221","'512","Oman","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O",,"O"
"221","'512","Oman","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O",,"O"
"165","'586","Pakistan","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.92","E","2.91","E","2.97","E","3.16","E","3.34","E","3.76","E"
"165","'586","Pakistan","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.41","E",,,,,,,"0.46","E",,
"165","'586","Pakistan","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.02","E",,,,,,,"1.1","E",,
"165","'586","Pakistan","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.34","E",,,,,,,"0.33","E",,
"165","'586","Pakistan","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.52","E",,,,,,,"0.39","E",,
"165","'586","Pakistan","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.92","E",,,,,,,"0.78","E",,
"165","'586","Pakistan","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.28","E",,
"165","'586","Pakistan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","57.8","E","56.5","E","58.1","E","60.2","E","58.7","E","58.7","E"
"165","'586","Pakistan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","125.1","E","124.2","E","129.7","E","136.8","E","135.8","E","138.3","E"
"299","'275","Palestine","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.62","E","2.66","E","2.74","E","2.63","E","2.58","E","2.98","E"
"299","'275","Palestine","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.65","E",,,,,,,"0.56","E",,
"299","'275","Palestine","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.13","E",,,,,,,"0.72","E",,
"299","'275","Palestine","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.25","E",,
"299","'275","Palestine","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.56","E",,,,,,,"0.43","E",,
"299","'275","Palestine","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.69","E",,,,,,,"0.46","E",,
"299","'275","Palestine","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.12","E",,,,,,,"0.15","E",,
"299","'275","Palestine","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","5","E","5.1","E","5.5","E","6.8","E","5.4","E","4.4","E"
"299","'275","Palestine","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.2","E","0.2","E","0.3","E","0.3","E","0.3","E","0.2","E"
"171","'608","Philippines","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.38","E","3.51","E","3.57","E","3.62","E","3.84","E","4.1","E"
"171","'608","Philippines","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.68","E",,,,,,,"0.68","E",,
"171","'608","Philippines","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.09","E",,,,,,,"0.8","E",,
"171","'608","Philippines","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.32","E",,,,,,,"0.37","E",,
"171","'608","Philippines","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.95","E",,,,,,,"1.02","E",,
"171","'608","Philippines","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.59","E",,,,,,,"0.77","E",,
"171","'608","Philippines","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.2","E",,,,,,,"0.2","E",,
"171","'608","Philippines","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","48.1","E","46.9","E","45.7","E","51.9","E","51.4","E","48.1","E"
"171","'608","Philippines","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","51.3","E","50.9","E","50.4","E","58.2","E","58.5","E","55.6","E"
"179","'634","Qatar","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.31","E","2.36","E","2.42","E","2.51","E","2.63","E","2.82","E"
"179","'634","Qatar","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.34","E",,,,,,,"0.56","E",,
"179","'634","Qatar","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.68","E",,,,,,,"0.72","E",,
"179","'634","Qatar","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.31","E",,,,,,,"0.25","E",,
"179","'634","Qatar","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.49","E",,,,,,,"0.49","E",,
"179","'634","Qatar","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.46","E",,
"179","'634","Qatar","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.07","E",,,,,,,"0.15","E",,
"179","'634","Qatar","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O",,"O"
"179","'634","Qatar","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O",,"O"
"117","'410","Republic of Korea","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","4.73","E","4.92","E","4.9","E","5.18","E","5.57","E","6.09","E"
"117","'410","Republic of Korea","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.49","E",,,,,,,"0.5","E",,
"117","'410","Republic of Korea","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.19","E",,,,,,,"1.44","E",,
"117","'410","Republic of Korea","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.37","E",,,,,,,"0.5","E",,
"117","'410","Republic of Korea","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.26","E",,,,,,,"1.63","E",,
"117","'410","Republic of Korea","7011","Cost of fruits","6226","Value","PPP dollar per person per day","1.33","E",,,,,,,"1.4","E",,
"117","'410","Republic of Korea","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.08","E",,,,,,,"0.11","E",,
"117","'410","Republic of Korea","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","10.5","E","9.7","E","9.2","E","10.7","E","10","E","9","E"
"117","'410","Republic of Korea","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","5.4","E","5","E","4.8","E","5.6","E","5.2","E","4.7","E"
"194","'682","Saudi Arabia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.49","E","2.65","E","2.82","E","3","E","3.22","E","3.52","E"
"194","'682","Saudi Arabia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.46","E",,,,,,,"0.27","E",,
"194","'682","Saudi Arabia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.03","E",,,,,,,"1.02","E",,
"194","'682","Saudi Arabia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.3","E",,,,,,,"0.43","E",,
"194","'682","Saudi Arabia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.74","E",,,,,,,"0.45","E",,
"194","'682","Saudi Arabia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.74","E",,,,,,,"0.8","E",,
"194","'682","Saudi Arabia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.17","E",,,,,,,"0.24","E",,
"194","'682","Saudi Arabia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O",,"O"
"194","'682","Saudi Arabia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O",,"O"
"200","'702","Singapore","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.83","E","2.92","E","2.99","E","3.12","E","3.24","E","3.48","E"
"200","'702","Singapore","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.52","E",,,,,,,"0.53","E",,
"200","'702","Singapore","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.61","E",,,,,,,"0.67","E",,
"200","'702","Singapore","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.32","E",,,,,,,"0.35","E",,
"200","'702","Singapore","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.6","E",,,,,,,"0.76","E",,
"200","'702","Singapore","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.61","E",,,,,,,"0.81","E",,
"200","'702","Singapore","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.1","E",,,,,,,"0.12","E",,
"200","'702","Singapore","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O",,"O"
"200","'702","Singapore","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O",,"O"
"38","'144","Sri Lanka","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.58","E","3.58","E","3.54","E","3.79","E","4.13","E","4.77","E"
"38","'144","Sri Lanka","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.49","E",,,,,,,"0.53","E",,
"38","'144","Sri Lanka","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1","E",,,,,,,"1.01","E",,
"38","'144","Sri Lanka","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.24","E",,
"38","'144","Sri Lanka","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.8","E",,,,,,,"0.93","E",,
"38","'144","Sri Lanka","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.9","E",,,,,,,"0.97","E",,
"38","'144","Sri Lanka","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.32","E",,,,,,,"0.43","E",,
"38","'144","Sri Lanka","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","32.2","E","29","E","28.5","E","33.4","E","34","E","41.1","E"
"38","'144","Sri Lanka","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","6.9","E","6.3","E","6.2","E","7.2","E","7.4","E","9","E"
"208","'762","Tajikistan","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.11","E","3.12","E","3.29","E","3.57","E","3.71","E","3.9","E"
"208","'762","Tajikistan","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.55","E",,,,,,,"0.76","E",,
"208","'762","Tajikistan","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.82","E",,,,,,,"0.99","E",,
"208","'762","Tajikistan","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.44","E",,,,,,,"0.27","E",,
"208","'762","Tajikistan","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.43","E",,,,,,,"0.53","E",,
"208","'762","Tajikistan","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.63","E",,,,,,,"0.89","E",,
"208","'762","Tajikistan","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.16","E",,,,,,,"0.27","E",,
"208","'762","Tajikistan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","37.8","E","34.3","E","33.9","E","35.7","E","32.5","E","28.6","E"
"208","'762","Tajikistan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","3.4","E","3.1","E","3.2","E","3.4","E","3.2","E","2.9","E"
"216","'764","Thailand","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","4.03","E","4.1","E","4.25","E","4.39","E","4.53","E","4.93","E"
"216","'764","Thailand","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.9","E",,,,,,,"0.82","E",,
"216","'764","Thailand","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.94","E",,,,,,,"0.89","E",,
"216","'764","Thailand","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.49","E",,,,,,,"0.98","E",,
"216","'764","Thailand","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.75","E",,,,,,,"0.89","E",,
"216","'764","Thailand","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.79","E",,,,,,,"0.79","E",,
"216","'764","Thailand","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.11","E",,,,,,,"0.15","E",,
"216","'764","Thailand","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","21.1","E","21.9","E","19.6","E","19.7","E","18.3","E","16.4","E"
"216","'764","Thailand","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","14.9","E","15.6","E","14","E","14.1","E","13.1","E","11.7","E"
"223","'792","Trkiye","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.44","E","3.58","E","3.87","E","3.71","E","3.82","E","4.5","E"
"223","'792","Trkiye","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.36","E",,,,,,,"0.51","E",,
"223","'792","Trkiye","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.82","E",,,,,,,"1.14","E",,
"223","'792","Trkiye","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.27","E",,,,,,,"0.42","E",,
"223","'792","Trkiye","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.45","E",,,,,,,"0.6","E",,
"223","'792","Trkiye","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.85","E",,,,,,,"0.97","E",,
"223","'792","Trkiye","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.13","E",,,,,,,"0.19","E",,
"223","'792","Trkiye","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","11.7","E","12.3","E","14.7","E","10.9","E","8.7","E","6.1","E"
"223","'792","Trkiye","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","9.6","E","10.2","E","12.3","E","9.1","E","7.4","E","5.2","E"
"225","'784","United Arab Emirates","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.42","E","2.5","E","2.55","E","2.74","E","2.86","E","3.14","E"
"225","'784","United Arab Emirates","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.39","E",,,,,,,"0.45","E",,
"225","'784","United Arab Emirates","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.86","E",,,,,,,"0.99","E",,
"225","'784","United Arab Emirates","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.27","E",,,,,,,"0.35","E",,
"225","'784","United Arab Emirates","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.53","E",,,,,,,"0.32","E",,
"225","'784","United Arab Emirates","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.56","E",,,,,,,"0.48","E",,
"225","'784","United Arab Emirates","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.15","E",,,,,,,"0.26","E",,
"225","'784","United Arab Emirates","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","1","E","2.5","E","2.1","E","<0.1","E","<0.1","E","2.3","E"
"225","'784","United Arab Emirates","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.1","E","0.2","E","0.2","E","<0.1","E","<0.1","E","0.2","E"
"237","'704","Viet Nam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.14","E","3.2","E","3.3","E","3.56","E","3.69","E","3.96","E"
"237","'704","Viet Nam","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.58","E",,,,,,,"0.69","E",,
"237","'704","Viet Nam","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.18","E",,,,,,,"1.24","E",,
"237","'704","Viet Nam","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.31","E",,,,,,,"0.37","E",,
"237","'704","Viet Nam","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.77","E",,,,,,,"0.62","E",,
"237","'704","Viet Nam","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.56","E",,,,,,,"0.59","E",,
"237","'704","Viet Nam","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.18","E",,
"237","'704","Viet Nam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","11.2","E","10.1","E","8.5","E","9.3","E","9.6","E","9.4","E"
"237","'704","Viet Nam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","10.5","E","9.6","E","8.1","E","9","E","9.4","E","9.2","E"
